label;Text
;Rekening Gendut Rafael Alun Disorot, Seruan KH Said Aqil: Warga NU Jangan Bayar Pajak Jika Masih Diselewengkan https://t.co/61dn06XEU3
;@tjut_yatie9 @HMMurah3 Buat bu sri mulyani memangnya negeri ini punya nenek moyang loe...Percuma bayar pajak klo hanya untuk memperkaya dirinya sendiri...Rakyat sudh cape,2 nyari duit buat bayar pajak eee gak tahunya duitnya ditilep dasar gak punya otak loe...
;@txtdariterserah Oh “pajak” gitu toh
;@bandalemmmmm pajak jadian
;"@geloraco Kalau mau nyuruh mundur',sekalian suruh bayar dulu utang negara,dari pajak iya dari utang iya ,dari utangan kemana tuh duitnya?,dari pajak masuk kantong ya?
Masa iya jadi penguasa cuma bagi bagi jabatan ,bagi bagi duit rakyat,dan menjadikan agama sebagai musuhbesarnya"
;"@DitjenPajakRI Pajak dinikmati pejabat Pajak, Pajak yang bayar rakyat kecil. orang kaya dan pejabat kendaraannya ada yg mati Pajak 

Patut dicontoh"
;@historia_id @BonnieTriyana Stigma kolonial pajak = upeti?
;@detikcom Kebanyakan mobil dinas mati pajak, coba di cek, terutama di daerah2
;@ibnuaryobimo Dirjen pajak lah
;@DitjenPajakRI orang yg tau swluk beluk pajak lalu melanggar harusnya di hukum lebih berat. jgn kita rakyat makah di ancam jika tidak bayar pajak.... tunjukan itikat baik dari instasi perpajakan
;"@suryaamriza @CNNIndonesia Pantun:

Belajar foto pake nikon
Pilih lensa sesuai sikon
Daripada duit kita buat beli rubicon
Mending pajak kita elu diskon

#PajakKitaUntukPejabat
@DitjenPajakRI"
;@kafiradikalis Pajak, untuk apa untuk siapa
;"Makan siang ala pejabat kantor Pajak 
https://t.co/ekJZIbnPRm"
;@OmBrunyaBeby pajak maksudnya om? gak nyampe aku poin nya dia apa hahaha
;@piokharisma Bank pun sudah setor data dg Pajak. jadi pajak sudah tau saldo kita , hanya menunggu kepatuhan kita saja utk melaporkan. Kalau tdk patuh juga? ya tunggu dapet surat cinta dari @kring_pajak
;"@OposisiCerdas Jelas marah. Kami tahu gaji dan tunjangan mereka. Gak akan sekaya miliuner. Dgn gaji dan tunjangan besar, KKN hilang. Kami gak masalah. Tp bila gaji dan tunjangan besar, tapi KKN tetep ada. Itu namanya ""ASU"" dan rakyat siap gak bayar pajak."
;Ayo bayar pajak karena belum semua petugas pajak punya rubicon
;@rmol_id Usut dulu pejabat yg tdk bayar pajak. Baru ngomong ke rakyat harus bayar pajak.
;@DitjenPajakRI Bayar pajak, dipajakin sama pegawai pajak.. kasih kepercayaan ke rakyat dooonk..! Bersihkan dulu itu citranya.
;@gyozaruby Objek pajak nih yakin pasti. Hahaha
;@detikcom Ngapain pemerintah bayar pajak?? Udah ga udah kan ada Rakyat jelata
;"@CNNIndonesia Pantun:

Belajar foto pake nikon
Pilih lensa sesuai sikon
Daripada duit kita buat beli rubicon
Mending pajak kita elu diskon

#PajakKitaUntukPejabat
@DitjenPajakRI"
;Daftar Negara dengan Pajak Tertinggi dan Terendah di Dunia Tahun 2023, Indonesia di Urutan Berapa? https://t.co/6EELt4U355
;@FOOD_FESS Ya gimana ya, harganya ga ngotak. Terakhir aku kesana tuh masih 38rb udh termasuk pajak. Eh kemari liat di sopipud udh naik aja jadi 50rb ??
;@DitjenPajakRI Bayar pajak untuk karyawan ditjen pajak
;Pegawai dan Pejabat Dirjen Pajak Bergelimang Harta, Siapa yang Lindungi di KPK? https://t.co/CS6LEXiRbl
;Satu bocil lagi bucin sanggup memporak porandakan pegawai pajak yang tak amanah. https://t.co/d17IxD7l21
;@rahmadrifany pajak untuk beli rubicoon om
;@prastow Kalo Pakai Duit Pajak Kenapa Harus Bayar Lagi Masuk Tol nya ya ?
;"Mohon bertanya bib,jika dua rokaat sebelum subuh lebih baik dari dunia dan seisinya,berapa pajak yg harus dibayar? ??
Cc @Husen_Jafar"
;@kurawa Pajak hanya galak ke kaum menengah, yg konglo uda uda ga di tagih pajak lg ..
;@detikcom Akhirnya ada temennya gk bayar pajak kendaraan hehe
;@piokharisma hal terburuknya adalah saat ini DJP telah bekerjasama dg banyak lembaga dan instansi.  kemudian NIK disatukan dg NPWP, pertukaran data sudah terjadi. Pernah dpt klien yg disurati pajak krn istrinya ketauan beli tas mahal di Luar Negeri tp tdk ada di list harta pd SPT Tahunannya??
;@rmol_id KPK usut dulu pejabat yg tdk bayar pajak. Kasih sangsi ke mereka. Baru ngomong rakyat harus bayar pajak.
;Jgn lupa bayar Pajak ya biar kekayaan Kami makin meningkat ?? https://t.co/dVAGjeNPwB
;"Mari bayar pajak... biar pejabatnya bisa koleksi mobil mewah.. 
Orang bijak bayar pajak..."
;"Sederhananya, makin tinggi kepatuhan rakyat membayar pajak, maka semakin besar pula para pegawai ini mendapatkan tunjangan kerja
(Ps: perlu diingat bahwa ini baru tunjangan aja ya, belum bicara gaji, insentif, dll)"
;@Alransy_13 @kankmazaydrooze Sebab kopi berbeda dgn kekayaan hsil dr pajak
;"Tunjangan kinerja yg tertulis di situ adalah besaran *perbulan*.
Yg masuk ke kantong mereka pun bisa full 100%, bisa 90%, 80%, 70% tergantung pada  *hasil capaian realisasi penerimaan pajak* yg mereka terima dari masyarakat."
;@Dazzzzzaii @wishlistuntukmu @keranjangsepeda @txtdariterserah Pajak dan bea cukai ikutnya kemenku, pusatlah
;Sri Mulyani Bongkar Penyebab Harta Kekayaan Dirjen Pajak Naik Terus https://t.co/TX5Uzc42zr
;@detikcom Kasihan, kerja sosial mestinya gratis pajak lah. Itu pesan moralnya gaeees
;"Belakangan ini dibalik ruwetnya masalah antara D, M, S dan A,
Beredar PP th 2015 yg jdi viral karena angka yg tertera di dalamnya adalah besaran tunjangan kinerja sekelompok pegawai di lingkungan dirjen pajak Negara Kesatuan Cikuyang https://t.co/DlrVB1xANB"
;@detikcom iy rakyat g bayar oajak di sanksi sementara orang pajak menikmati dengan tidak membayar pajak mereka sendiri....... dah lah g usah pake ngancam tapi tunjukan klo mereka (orang pajak jg taat pajak)
;"@wagyusedap @jasonyew @anwaribrahim Daripada takpe kapir asal ekonomi membangun buat apa kalau rakyat masih ddk rmh setinggan. Air pun dpt free drp negeri org. 
Org cakap negeri drp tanah pajak melenting cakap org rasis. Apa negeri PP cina yg punya ke? Bru dpt sikit kuasa tu, dh brni mengaku PP mereka punya???????."
;@PartaiSocmed @prastow @kring_pajak Emang @prastow bisa pecat ASN?
;"@kurawa Negara cuman ngandelin pajak bakalan cheos, apa apa dipajakin, pajak di naikin. WP taat pajak eh ketahuan ternyata kekayaan petugas pajak diatas rata"" normal. Tahun ini mulai mengkhawatirkan untuk bayar pajak kalo cuma buat bikin kaya petugas pajak"
;"Full mengkocak

Duit buat bayar cukur rambut kurang seribu

Udah isi bensin baru tau kalo dompet ketinggalan di kafe

Sampe tawang baru ngeh kalo charger ketinggalan di tembalang

Baru sampe rumah, dapet email undangan dari kantor pajak

Seru juga akhir akhir ini"
;"@DitjenPajakRI siyap min, 
pokoknya demi pegawai pajak bisa naik rubicon, ato minim innova terbaru, rakyat jelata siap melakukan apapun yang diminta"
;Kuasa hukum Shane Lukas (SL), 19, menyebut saksi Agnes (AG), 15, juga ikut merekam video penganiayaan terhadap David yang dilakukan tersangka Mario Dandy Satriyo (MDS), 20, anak pejabat Direktorat Jenderal Pajak (DJP) pada Senin (20/2) malam.  https://t.co/0p4DigrKXj
;Agensi Lee Byung Hun Membantah Tuduhan Penggelapan Pajak https://t.co/grpGGrZV36
;Jumlah pajak segini aja bisa beli motor BeAt cash, tapi tentu masih sangat jauh dari harga Harley Davidson. https://t.co/UjAZ1xIaHM
;"YouTube Video Network ""pajak""

Jika dulu tayangan diukur dgn rating melalui ""people meters"", YVN membantu creator dlm membangun audience dgn cara yg terukur &amp; mendalam bahkan memungkinkan interaksi personal.  

Memudahkan Humas kelola Brand &amp; reputasi. 

https://t.co/7HSu9gq1Z2 https://t.co/qlvQAw1ua9"
;@Akbaaruu @Yusuf_izeckkson @spesiallsambat @DitjenPajakRI Enak lah, makan gaji dan tukin yang gede sebagai hasil dari kerja keras.. Yang ngga rido lu doang.. bayar pajak juga ngga paling lu
;Baru kali ini gak jadi beli moge gara-gara takut disangka pegawai pajak, biasanya gara-gara gak punya uang. Hahahaha lawakan zaman wfh! #Hensat
;@ranjiraditya_ @TirtoID hmm sepertinya tidak. pajak beatmu masuknya ke bapenda bukan ke pusat, mas
;"Transformasi menyeluruh yang dilakukan di sejumlah lini bisnis dan anak perusahaan, perseroan mampu menghasilkan kinerja yang membanggakan, khususnya pada komoditi utama PTPN Group.

Sementara itu, margin pendapatan sebelum pajak, bunga, depresiasi, dan amortisasi atau EBITDA,"
;stop pajak kecuali pajak ulang taun
;buru buru para Sultan Pajak jual mogenya ???? https://t.co/dLzhI9AXVa
;@Mukidi_alNgibul Haram bagaimna anda rakyat yang tidak taat pajak makanya anda mengatakan haram
;"Menkeu Sri Mulyani Sebut Harta Kekayaan Eks Pejabat Ditjen Pajak Rafael Trisambodo Tidak Masuk Akal
 
https://t.co/iUoDPjACO3 via @tribunnews"
;@DitjenPajakRI Masih percayakah sama pegawai² pajak ini???
;"@Umbisabar @Yusuf_izeckkson @spesiallsambat @DitjenPajakRI wkwkwk pegawai pajak emosi ??
Enak ga makan duit dari jutaan orang yg ga ridho?? ??"
;Bea cukai ?? Pejabat pajak
;@avatargaruda @DitjenPajakRI Bahkan sudah beda dunia masih dikejar pajak , jadi mikir apa nanti pas kita mati jangan-jangan ada laporan SPT amal ??
;@03__nakula Ade agnes bisa jd duta pajak
;@geloraco Coba itu kerjain dulu orang pajak di audit
;"Bro mario dandy dengan segala hormat saya nda jago bela diri sih.. ada temen yg lebih jago saya sering nginep di rumahnya.
Untuk bro mario dandy anak pejabat pajak one on one boleh lah sekali lagi dengan segala hormat ??"
;@CNNIndonesia Setuju pak !! Keputusan logis , karna rakyat yg bayar pajak bukan cuma yg kalangan atas saja. Kalangan bawah pun tetap dibebankan pajak. Apapun jenis nya itu.
;@piokharisma @BajingBelang Saran aku, mending ga tau mas Pio.. Pernah baca di twitter, ada orang freelancer. Dia ga paham tentang perpajakan. Jadi ga pernah bayar pajak. Sekalinya inisiatif, taunya ada denda yg jumlahnya agak lumayan ??
;Rame banget orang pajak. Coba urusin orang ini kalo berani ??. https://t.co/18JN0rCL3u
;gpp pajak mati yg penting mobil bersih
;@kring_pajak Bisnis saya mengalami kerugian sesuai Laporan keuangan, akan tetapi saya sudah terlanjur membayar PPh25 bulan Januari, pertanyaan saya apabila di masa Febuari kalau saya tidak bayar PPh25 apakah akan kena denda?
;@KenROK20 @PartaiSocmed @prastow @kring_pajak pns banyak pencurinya drpd yg kagak
;@OposisiCerdas Udah rahasia UMUM bu..Pajak..Bea Cukai..
;@DitjenPajakRI Brisiikkk lahh ! Wajib pajak wajib pajak aja terusss ! yang wajib itu SHOLAT..
;gila kepoin harta orang yg duitnya dari keluarga gue dan keluarga orang lain (pajak)
;@DitjenPK @kring_pajak tolong ini kondisikan
;"permisiii @kring_pajak 
dari berhari-hari yg lalu sampe detik ini gabisa login e-faktur.
udah akhir bulan nih jgn sampe kami kena denda karna telat lapor ya:))))))))
dah mau lapor tapi login aja gabisa. masa nanti denda tetap kami yang tanggung padahal yg error aplikasi kalian:)"
;@DitjenPajakRI Ayo rakyat2ku... jgn telat byr pajak, biaya hidup hedon itu mahal
;"@RagilSemar Ada dua solusi risma syantik untuk menghidupkan pajak mobil itu:
1. Ngamuk sambil maki2 mobilnya
2. Nangis2 sujud di depan mobil"
;"ini wa dari minggu kmren kalau ga dari kang pajak ya dari agen pajak buat urusin spt buset dahh

a"
;"@B_cooot @spesiallsambat @DitjenPajakRI Lah emang lu bacot doang.. si paling sisssstemmmmmm..

Tolal tolol tolal tolol. Kerja sono biar punya duit buat bayar pajak"
;@Mukidi_alNgibul sebagai warga dari provinsi dengan penganut ahlu sunnah waljamaah terbesar, terutama Mahzab Syafi’i, sudah selayaknya kita mengikuti pendapat jumhur ulama. Sebagai salah satu bntuk jihad harta,  sudah selyaknya kita mmbayar pajak guna menciptakan pertumbuhan pembangunan ngra
;@gerbongbagasi Makanyaaa bayar pajak , biar bisa buat beli mbl mewah kalau krl kan ga penting apalagi kalau transit di sta manggarai
;@ArditErwandha Sekilas mirip” anak bapak pajak ???????
;Lagi booming kasusnya anak dirjen pajak... Eh tbtb gajian bulan ini kepotong pph21.... Hadehhhhhhh
;@DitjenPajakRI Min serius mau tanya apa bedanya pajak dan upeti ?
;@pawoyen @DitjenPajakRI Yang bayar pajak orang kaya
;@andy_dodot @Joyboy49 @DitjenPajakRI Ini curiga orang pajak ygbukajasa konsultan pajak... Hahaha.... Modusnya bantuin beresin pajak biarlancar... Padahal utak-atik nilai pajaknya menjadi kecil.
;Sadar Disorot, Menkeu Tanyakan Harta Dirjen Pajak, Ternyata karena Ini https://t.co/kssjB6Im7E
;@DitjenPajakRI Males. Semua pegawai pajak kont..
;@DitjenPajakRI Pajak buat foya foya elu!!! Tokai lu
;Emang semua PNS Pajak selugu itu...?
;@CNNIndonesia Msyarkaat mana sih yg g byar pjak, beli 1.permen aja udh ad pjak@, yg bner tuh petugas pejabat pajak yang seleweng yang dihukum miskinkan, dibukum seumur hdup, klo uud nya g ada ya permintah bkin undang2nya jgan yg dibkin undan2 yang bkon ramyat mkin melarat, pjabat mkin fly
;@SerenaAldo @cocor_bangor @rifqiazizian @DitjenPajakRI Coba lu crosscheck, harta kekayaan orang pajak gimana?  Resmi gak itu?
;"Min @DitjenPajakRI @kring_pajak @DitjenPK @KemenkeuRI @ItjenKemenkeu siapa lagi???
Gw cc @tempodotco @MataNajwa @NajwaShihab @detikfinance @RedaksiTempias @geloraco @democrazymedia"
;@DitjenPajakRI @kring_pajak Pas bayar uangnya di korup. Mending buat foya2
;@DitjenPajakRI Spill dong pegawai pajak yg motornya masih pake supra vit min,biar kita urunan buat beliin harley ??
;@Mr_Miauw @MJR4242 @DitjenPajakRI kamu orang pajak?
;@JaenoXTM Wajib punya simpanan emas bang kalo ga mau dicekik petugas pajak!
;@DitjenPajakRI Kenapa pegawai pajak tajir min?
;"Woy Bego !! ???

yg dmksd si GARONG APBD DKI ; Pajak tu bukan Pajak ; Kewajiban Bayar Sewa atas barang &amp; jasa
Logika aja mana ada GARONG mau bayar² ?
duit APBD warga DKI aja dia RAMPOK !! ??

yg ada Hutang 
ke Sandi ; 92 M+ 
ke JK ; sisa 400 M

mksd si GARONG ; PA' Jak tu
KOJAK ?? https://t.co/dXXU1yC0y8"
;"Menurut Charris, reformasi struktural secara menyeluruh diperlukan agar tidak ada lagi ruang bagi pegawai pajak yang menjadi luar biasa kaya dengan cara tidak patut.#MediaIndnoesia #ReferensiBangsa #Kemenkeu

Sumber: https://t.co/Fl7dqftylf"
;@detikcom Pajak..pajak...terus dikorupsi
;@Muhammad_Saewad Bismillah, sumber dananya dari china dong, utang lagi tarik pajak tai lagi, utang lagi tarik pajak tai lagi, gitu aja terus sampe dajjal brenti beol... huahahahaha! Lingkaran bangsat emang nih rezim... ??????
;@DitjenPajakRI STOP BAYAR PAJAK BARUDAK ??
;@Generasi_MudaNU @saidaqil Bersihkan oknum penyelewengan pajak, atau tidak usah bayar pajak jika pegawai pajak tidak becus pngelolaannya ??
;Yg kemarin gak bayar pajak rubicon udah bayar plus dendanya min ??
;"@h34vymachinegun @riezkayeye @DitjenPajakRI oh sekarang admin @DitjenPajakRI udah ganti jadi akun ginian, kasian udah gabisa sok asik lagi ya pake akun pajak wkwk.

semangat ya ngejar bonusan hasil nyuruh masyarakat bayar pajak"
;"Ia pun tak menampik bahwa mobil dinas yang dicuci Risma itu mati pajak.

""Kami kan tinggal tiga dirjen, sesuai arahan Pak Presiden, kita ada penyederhanaan struktur jadi dulunya ada empat dirjen jadi tiga.  3."
;"Sila baca  agar paham mobil mati pajak 
@RagilSemar 

Kebetulan memang itu mobil pajaknya mati, karena peralihan. Kemarin  Ditjen Penanganan Fakir Miskin kan dilikuidasi, jadi mobil itu mobil dirjen yg ingin dilikuidasi dan dipindahkan ke biro umum, 

https://t.co/feZjw0Z7D2 1. https://t.co/MUD1sRzl1L"
;"@Umbisabar @spesiallsambat @DitjenPajakRI Berati kamu gapaham apa yg aku ketik,
Kalo sistemnya bagus ya semua yg kau bilang ga akan terjadi, 
Pahami dulu ketikan ku 
PK lapor gaji karyawan 
Sistem kalkulasi terus memberikan tagihan ke PK
PK membayar sesuai kalkulasi
WP dpt notif pajak sdh dibayar &amp; verifikasi"
;@DitjenPajakRI Pajak untuk klen aja itu mah. Foya2 pake uang pajak ??
;@DitjenPajakRI Hanya teori yg tidak sesuai kenyataan, segala2 dipajakkin, ujungnya memperkaya pegawai ditjen pajak. Malesin deh.
;@DitjenPajakRI td pagi uda lapor pajak min. semoga semua karyawan pajak bisa beli rubicon ???? https://t.co/OT6ZdyHa7f
;"Bisa di bayangkan,masarakt kecil mau byar pajak pun segitu sulitnya,harus berhadapan dengan oknum calo dsb...
Belum lagi mengatri kadang ber panas2 terik untuk sekedar mendapatkan pormulir yg harus di isi.
Bila hal itu di lewatkan...ancamanya ada di Jaln Raya.??????"
;@Mukidi_alNgibul Pajak udh ada dari jaman rasulullah
;@Limbahjenuh @spesiallsambat @DitjenPajakRI Cuih. Ga pernah lapor pajak ga usah bacot ??
;@DitjenPajakRI pajak bukanlah pemberian, tapi amanat, yang harus disalurkan untuk kemaslahatan, terkhusus untuk fakir miskin. https://t.co/HG7DUwWRiq
;"Kalian tidak mampu, biar kami saja yang tidak Bijaksana

- Pengelola &amp; Pengguna Pajak https://t.co/LY4Ljyyj25"
;"Jadi teringat pak Basuki Tjahaja purnama alias Ahok ??
Dia paling keras dan lantang menyuarakan UU pembuktian terbalik ??
Bahkan menyuruh para anggota BPK maupun DPRD untuk melaporkan harta kekayaan nya secara transparan ????
Bahkan bayar pajak nya aja sampai di tanyain ??"
;@Dara_Cega @DitjenPajakRI @Telkomsel Bukti potong tuh dari Pajak Penghasilan, bukan pembelian
;@Umbisabar @Yusuf_izeckkson @Akbaaruu @spesiallsambat @DitjenPajakRI Jiaaaah ngorek Ampe dalem,,itu admin tri sama kayak pegawai pajak ,,makan gaji buta
;"4. Bisnis dapat meningkatkan perekonomian suatu daerah atau negara dengan menyumbang pada pendapatan nasional, menarik investasi, dan membayar pajak.

#bisnis #shofwanhady #fotograferbanten #bossman #selasa #GarpitnyaArielTatum #IndraBekti #jam5 #vario #Nadia #ZARA #tanpa"
;"#Cukai itu termasuk Jenis Pajak yang tidak bisa di ukur presisi nilai/value.nya ..
Paling tidak ada protes karena barang dikonsumsi ..
Cukai tinggi itu persekongkolan jahat Prusahaan rokok dan Ditjend Pajak ..

Coba hitung pakai kalkulator perbatang 25%. HPP 5 - 10%"
;@DitjenPajakRI @DitjenPajakRI he ngadimin udah pernah bayar pajak blm?
;"@saidi_sudarsono Klo jabatannya Kabakum kan tidak berhubungan langsung dgn wajib pajak
Kerja tim kah ?"
;Pansus A DPRD Rohil Fokus Bahas pajak penerangan Jalan https://t.co/kqkujkMva3
;@tjut_yatie9 @HMMurah3 Aku mau tinggal di hutan aja bebas pajak
;@DitjenPajakRI inget min ni bulan Syaban..bentar lagi ramadhan.. mending banyak2in berdoa.. agar capaian pajak nyampai 100%... daripada tweet gak berguna yang malah bikin kita bertekad tidak bayar pajak.. yang kuat ya puasa ngetweet.. ???? https://t.co/ANX9BN8Jqm
;@collegemenfess Drpd besar tapi gk bayar pajak
;@marlina_idha Sok tau bahas pajak, APBD kelebihan bayar mulu...
;@utowirdow2 @prastow Rakyat bayar pajak utk kesejahteraan rakyat, dr rakyat utk rakyat. Kl utk bangun tol namanya dr rakyat utk bos tol
;@DitjenPajakRI Timbang mbayar pajak mending amal ng arek yatim ??
;@Subur0204 Iya bayar pajak buat memperkaya petugas pajak
;@pengarang_sajak @jelasbukanonta Menurutku sih juga karena pulicinya bloon ...muter2 juga , masak barbuk aja bisa keluar dan masuk lagi coba klu korban rakjel yg gak punya power pasti gerombolan mario bebas bang ini memang sudah saatnya terkuak dan udah rahasia umum orang2 pajak itu tajir2 walau kevel bawah
